root, WNsense, synonyms, definition, Category
obsess,WID-00544478-A-??-obsessed,"(haunted, obsessed, preoccupied, taken_up)","having or showing excessive or compulsive concern with something; ""became more and more haunted by the stupid riddle""; ""was absolutely obsessed with the girl""; ""got no help from his wife who was preoccupied with the children""; ""he was taken up in worry for the old woman""",Attention
preoccupy,WID-00544478-A-??-preoccupied,"(haunted, obsessed, preoccupied, taken_up)","having or showing excessive or compulsive concern with something; ""became more and more haunted by the stupid riddle""; ""was absolutely obsessed with the girl""; ""got no help from his wife who was preoccupied with the children""; ""he was taken up in worry for the old woman""",Attention
solicitous,WID-00544860-A-??-solicitous,(solicitous),"full of anxiety and concern; ""solicitous parents""; ""solicitous about the future""",Actions
concern,WID-00545015-A-??-unconcerned,(unconcerned),"lacking in interest or care or feeling; ""the average American...is unconcerned that his or her plight is the result of a complex of personal and economic and governmental actions...beyond the normal citizen's comprehension and control""; ""blithely unconcerned about his friend's plight""",Attraction
casual,WID-00545746-A-??-casual,"(casual, insouciant, nonchalant)","marked by blithe unconcern; ""an ability to interest casual students""; ""showed a casual disregard for cold weather""; ""an utterly insouciant financial policy""; ""an elegantly insouciant manner""; ""drove his car with nonchalant abandon""; ""was polite in a teasing nonchalant manner""",Actions
nonchalant,WID-00545746-A-??-nonchalant,"(casual, insouciant, nonchalant)","marked by blithe unconcern; ""an ability to interest casual students""; ""showed a casual disregard for cold weather""; ""an utterly insouciant financial policy""; ""an elegantly insouciant manner""; ""drove his car with nonchalant abandon""; ""was polite in a teasing nonchalant manner""",Actions
make,WID-00545953-V-??-make,(make),"develop into; ""He will make a splendid father!""",Not-a-Feeling
emanate,WID-00546192-V-??-emanate,(emanate),"proceed or issue forth, as from a source; ""Water emanates from this hole in the ground""",Not-a-Feeling
indifferent,WID-00546452-A-??-indifferent,(indifferent),"showing no care or concern in attitude or action; ""indifferent to the sufferings of others""; ""indifferent to her plea""",Actions
summary,WID-00547317-A-??-summary,"(compendious, compact, succinct, summary)","briefly giving the gist of something; ""a short and compendious book""; ""a compact style is brief and pithy""; ""succinct comparisons""; ""a summary formulation of a wide-ranging subject""",Not-a-Feeling
crisp,WID-00547641-A-??-crisp,"(crisp, curt, laconic, terse)","brief and to the point; effectively cut short; ""a crisp retort""; ""a response so curt as to be almost rude""; ""the laconic reply; `yes'""; ""short and terse and easy to understand""",Actions
curt,WID-00547641-A-??-curt,"(crisp, curt, laconic, terse)","brief and to the point; effectively cut short; ""a crisp retort""; ""a response so curt as to be almost rude""; ""the laconic reply; `yes'""; ""short and terse and easy to understand""",Actions
terse,WID-00547641-A-??-terse,"(crisp, curt, laconic, terse)","brief and to the point; effectively cut short; ""a crisp retort""; ""a response so curt as to be almost rude""; ""the laconic reply; `yes'""; ""short and terse and easy to understand""",Actions
cryptic,WID-00547930-A-??-cryptic,(cryptic),"having a puzzling terseness; ""a cryptic note""",Not-a-Feeling
mangle,WID-00548750-V-??-mangle,"(mangle, mutilate, murder)","alter so as to make unrecognizable; ""The tourists murdered the French language""",Not-a-Feeling
murder,WID-00548750-V-??-murder,"(mangle, mutilate, murder)","alter so as to make unrecognizable; ""The tourists murdered the French language""",Not-a-Feeling
run,WID-00549063-V-??-run,(run),"change from one state to another; ""run amok""; ""run rogue""; ""run riot""",Not-a-Feeling
diffuse,WID-00549133-A-??-diffuse,(diffuse),"lacking conciseness; ""a diffuse historical novel""",Not-a-Feeling
tedious,WID-00549236-A-??-tedious,"(long-winded, tedious, verbose, windy, wordy)","using or containing too many words; ""long-winded (or windy) speakers""; ""verbose and ineffective instructional methods""; ""newspapers of the day printed long wordy editorials""; ""proceedings were delayed by wordy disputes""",Not-a-Feeling
verbal,WID-00549675-A-??-verbal,(verbal),"prolix; ""you put me to forget a lady's manners by being so verbal""- Shakespeare",Not-a-Feeling
change,WID-00550117-V-??-change,"(switch, shift, change)","lay aside, abandon, or leave for another; ""switch to a different brand of beer""; ""She switched psychiatrists""; ""The car changed lanes""",Not-a-Feeling
equivocal,WID-00551120-A-??-equivocal,(equivocal),"uncertain as a sign or indication; ""the evidence from bacteriologic analysis was equivocal""",Not-a-Feeling
change,WID-00551210-V-??-change,"(deepen, change)","become deeper in tone; ""His voice began to change when he was 12 years old""; ""Her voice deepened when she whispered the password""",Not-a-Feeling
deep,WID-00551210-V-??-deepen,"(deepen, change)","become deeper in tone; ""His voice began to change when he was 12 years old""; ""Her voice deepened when she whispered the password""",Not-a-Feeling
break,WID-00551412-V-??-break,(break),"change suddenly from one tone quality or register to another; ""Her voice broke to a whisper when she started to talk about her children""",Not-a-Feeling
heroics,WID-00551714-N-??-heroics,(heroics),"ostentatious or vainglorious or extravagant or melodramatic conduct; ""heroics are for those epic films they make in Hollywood""",Not-a-Feeling
subordinate,WID-00552618-A-??-subordinating,"(subordinating, subordinative)","serving to connect a subordinate clause to a main clause; ""`when' in `I will come when I can' is a subordinating conjunction""",Not-a-Feeling
decay,WID-00552815-V-??-decay,(decay),"undergo decay or decomposition; ""The body started to decay and needed to be cremated""",Not-a-Feeling
accordant,WID-00552841-A-??-accordant,(accordant),"being in agreement or harmony; often followed by `with'; ""a place perfectly accordant with man's nature""-Thomas Hardy",Not-a-Feeling
agree,WID-00553279-A-??-agreeable,(agreeable),"prepared to agree or consent; ""agreeable to the plan""",Social
transpose,WID-00553407-V-??-transpose,"(commute, transpose)","exchange positions without a change in value; ""These operators commute with each other""",Not-a-Feeling
unanimous,WID-00553732-A-??-unanimous,"(consentaneous, consentient, unanimous)","in complete agreement; ""a unanimous decision""",Not-a-Feeling
discord,WID-00553899-A-??-discordant,(discordant),"not in agreement or harmony; ""views discordant with present-day ideas""",Social
faction,WID-00554302-A-??-factious,"(dissentious, divisive, factious)",dissenting (especially dissenting with the majority opinion),Social
outburst,WID-00554433-N-??-outburst,"(outburst, tumultuous_disturbance)",a sudden violent disturbance,Not-a-Feeling
introject,WID-00554894-V-??-introject,(introject),incorporate (attitudes or ideas) into one's personality unconsciously,Not-a-Feeling
swell,WID-00555084-V-??-swell,(swell),"increase in size, magnitude, number, or intensity; ""The music swelled to a crescendo""",Not-a-Feeling
transfer,WID-00555240-V-??-transfer,"(transfer, transpose, transplant)","transfer from one place or period to another; ""The ancient Greek story was transplanted into Modern America""",Not-a-Feeling
transpose,WID-00555240-V-??-transpose,"(transfer, transpose, transplant)","transfer from one place or period to another; ""The ancient Greek story was transplanted into Modern America""",Not-a-Feeling
dependent,WID-00556174-A-??-dependent,"(dependent, dependant, qualified)",contingent on something else,Not-a-Feeling
qualify,WID-00556174-A-??-qualified,"(dependent, dependant, qualified)",contingent on something else,Not-a-Feeling
make,WID-00556855-V-??-make,(make),"change from one form into another; ""make water into wine""; ""make lead into gold""; ""make clay into bricks""",Not-a-Feeling
blunt,WID-00556881-A-??-blunt,"(blunt, crude, stark)","devoid of any qualifications or disguise or adornment; ""the blunt truth""; ""the crude facts""; ""facing the stark reality of the deadline""",Not-a-Feeling
crude,WID-00556881-A-??-crude,"(blunt, crude, stark)","devoid of any qualifications or disguise or adornment; ""the blunt truth""; ""the crude facts""; ""facing the stark reality of the deadline""",Not-a-Feeling
dope,WID-00557022-V-??-dope,(dope),"add impurities to (a semiconductor) in order to produce or modify its properties; ""The resistors have been doped""",Not-a-Feeling
take,WID-00557404-V-??-take,(take),"be seized or affected in a specified way; ""take sick""; ""be taken drunk""",Not-a-Feeling
lull,WID-00558061-V-??-lull,"(lull, calm_down)","become quiet or less intensive; ""the fighting lulled for a moment""",Not-a-Feeling
break,WID-00558536-V-??-break,(break),"come into being; ""light broke over the horizon""; ""Voices broke in the air""",Not-a-Feeling
claustrophobia,WID-00558612-A-??-claustrophobic,(claustrophobic),"uncomfortably closed or hemmed in; ""a claustrophobic little room""",Other
close,WID-00558738-A-??-close,"(close, confining)","crowded; ""close quarters""",Not-a-Feeling
pent,WID-00558951-A-??-pent,"(pent, shut_up)",closely confined,Not-a-Feeling
energy,WID-00559102-V-??-energize,"(excite, energize, energise)","raise to a higher energy level; ""excite the atoms""",Physiological
confine,WID-00559425-A-??-unconfined,(unconfined),not confined,Actions
shake,WID-00559556-V-??-shake,(shake),"bring to a specified condition by or as if by shaking; ""He was shaken from his dreams""; ""shake the salt out of the salt shaker""",Not-a-Feeling
fail,WID-00560247-V-??-fail,"(fail, run_out, give_out)","prove insufficient; ""The water supply for the town failed after a long drought""",Not-a-Feeling
jump,WID-00560391-V-??-jump,"(leap, jump)","pass abruptly from one state or topic to another; ""leap into fame""; ""jump to a conclusion""; ""jump from one thing to another""",Not-a-Feeling
congenial,WID-00560586-A-??-congenial,(congenial),"suitable to your needs; ""a congenial atmosphere to work in""; ""two congenial spirits united...by mutual confidence and reciprocal virtues""- T.L.Peacock",Not-a-Feeling
sociable,WID-00560900-A-??-sociable,(sociable),"friendly and pleasant; ""a sociable gathering""",Social
congenial,WID-00561036-A-??-uncongenial,"(uncongenial, incompatible)","not suitable to your tastes or needs; ""the uncongenial roommates were always fighting""; ""the task was uncongenial to one sensitive to rebuffs""",Not-a-Feeling
cut,WID-00561090-V-??-cut,(cut),"shorten as if by severing the edges or ends of; ""cut my hair""",Not-a-Feeling
agree,WID-00561359-A-??-disagreeable,"(disagreeable, unsympathetic)","not agreeing with your tastes or expectations; ""found the task disagreeable and decided to abandon it""; ""a job temperamentally unsympathetic to him""",Other
think,WID-00561887-V-??-think,(think),"bring into a given condition by mental preoccupation; ""She thought herself into a state of panic over the final exam""",Not-a-Feeling
make,WID-00562067-V-??-make,(make),"favor the development of; ""Practice makes the winner""",Not-a-Feeling
congruous,WID-00562116-A-??-congruous,"(congruous, congruent)",corresponding in character or kind,Not-a-Feeling
make,WID-00562182-V-??-make,(make),"cause to be enjoyable or pleasurable; ""make my day""",Not-a-Feeling
incongruous,WID-00562469-A-??-incongruous,(incongruous),"lacking in harmony or compatibility or appropriateness; ""a plan incongruous with reason""; ""incongruous behavior""; ""a joke that was incongruous with polite conversation""",Not-a-Feeling
